Human_date,Channel,kwh,db_date,
6/5/2019 3:00,10,0.525,2019-06-05 03:00:00,
6/5/2019 4:00,10,0.63,2019-06-05 04:00:00,
6/5/2019 5:00,10,0.576,2019-06-05 05:00:00,
6/5/2019 6:00,10,0.526,2019-06-05 06:00:00,
6/5/2019 7:00,10,0.777,2019-06-05 07:00:00,
6/5/2019 8:00,10,0.968,2019-06-05 08:00:00,
6/5/2019 9:00,10,0.787,2019-06-05 09:00:00,
6/5/2019 10:00,10,0.54,2019-06-05 10:00:00,
6/5/2019 11:00,10,0.532,2019-06-05 11:00:00,
6/5/2019 12:00,10,0.587,2019-06-05 12:00:00,
6/5/2019 13:00,10,0.792,2019-06-05 13:00:00,
6/5/2019 14:00,10,0.835,2019-06-05 14:00:00,
6/5/2019 15:00,10,0.901,2019-06-05 15:00:00,
6/5/2019 16:00,10,1.047,2019-06-05 16:00:00,
6/5/2019 17:00,10,0.967,2019-06-05 17:00:00,
6/5/2019 18:00,10,0.944,2019-06-05 18:00:00,
6/5/2019 19:00,10,1.035,2019-06-05 19:00:00,
6/5/2019 20:00,10,1.101,2019-06-05 20:00:00,
6/5/2019 21:00,10,1.133,2019-06-05 21:00:00,
6/5/2019 22:00,10,0.809,2019-06-05 22:00:00,
6/5/2019 23:00,10,0.802,2019-06-05 23:00:00,
6/6/2019 0:00,10,0.703,2019-06-06 00:00:00,
6/6/2019 1:00,10,0.594,2019-06-06 01:00:00,
6/6/2019 2:00,10,0.615,2019-06-06 02:00:00,
6/6/2019 3:00,10,0.706,2019-06-06 03:00:00,
6/6/2019 4:00,10,0.677,2019-06-06 04:00:00,
6/6/2019 5:00,10,0.582,2019-06-06 05:00:00,
6/6/2019 6:00,10,0.574,2019-06-06 06:00:00,
6/6/2019 7:00,10,0.677,2019-06-06 07:00:00,
6/6/2019 8:00,10,1.671,2019-06-06 08:00:00,
6/6/2019 9:00,10,1.296,2019-06-06 09:00:00,
6/6/2019 10:00,10,0.979,2019-06-06 10:00:00,
6/6/2019 11:00,10,0.841,2019-06-06 11:00:00,
6/6/2019 12:00,10,0.838,2019-06-06 12:00:00,
6/6/2019 13:00,10,0.741,2019-06-06 13:00:00,
6/6/2019 14:00,10,0.589,2019-06-06 14:00:00,
6/6/2019 15:00,10,0.604,2019-06-06 15:00:00,
6/6/2019 16:00,10,0.745,2019-06-06 16:00:00,
6/6/2019 17:00,10,0.727,2019-06-06 17:00:00,
6/6/2019 18:00,10,0.843,2019-06-06 18:00:00,
6/6/2019 19:00,10,0.976,2019-06-06 19:00:00,
6/6/2019 20:00,10,1.163,2019-06-06 20:00:00,
6/6/2019 21:00,10,1.231,2019-06-06 21:00:00,
6/6/2019 22:00,10,0.927,2019-06-06 22:00:00,
6/6/2019 23:00,10,1.29,2019-06-06 23:00:00,
6/7/2019 0:00,10,1.044,2019-06-07 00:00:00,
6/7/2019 1:00,10,0.974,2019-06-07 01:00:00,
6/7/2019 2:00,10,0.711,2019-06-07 02:00:00,
6/7/2019 3:00,10,0.576,2019-06-07 03:00:00,
6/7/2019 4:00,10,0.595,2019-06-07 04:00:00,
6/7/2019 5:00,10,0.646,2019-06-07 05:00:00,
6/7/2019 6:00,10,0.907,2019-06-07 06:00:00,
6/7/2019 7:00,10,0.796,2019-06-07 07:00:00,
6/7/2019 8:00,10,1.402,2019-06-07 08:00:00,
6/7/2019 9:00,10,0.951,2019-06-07 09:00:00,
6/7/2019 10:00,10,0.748,2019-06-07 10:00:00,
6/7/2019 11:00,10,0.813,2019-06-07 11:00:00,
6/7/2019 12:00,10,0.617,2019-06-07 12:00:00,
6/7/2019 13:00,10,0.63,2019-06-07 13:00:00,
6/7/2019 14:00,10,0.613,2019-06-07 14:00:00,
6/7/2019 15:00,10,0.539,2019-06-07 15:00:00,
6/7/2019 16:00,10,0.534,2019-06-07 16:00:00,
6/7/2019 17:00,10,0.648,2019-06-07 17:00:00,
6/7/2019 18:00,10,0.544,2019-06-07 18:00:00,
6/7/2019 19:00,10,0.948,2019-06-07 19:00:00,
6/7/2019 20:00,10,1.345,2019-06-07 20:00:00,
6/7/2019 21:00,10,1.014,2019-06-07 21:00:00,
6/7/2019 22:00,10,1.079,2019-06-07 22:00:00,
6/7/2019 23:00,10,1.006,2019-06-07 23:00:00,
6/8/2019 0:00,10,0.983,2019-06-08 00:00:00,
6/8/2019 1:00,10,0.888,2019-06-08 01:00:00,
6/8/2019 2:00,10,0.806,2019-06-08 02:00:00,
6/8/2019 3:00,10,0.887,2019-06-08 03:00:00,
6/8/2019 4:00,10,0.918,2019-06-08 04:00:00,
6/8/2019 5:00,10,0.886,2019-06-08 05:00:00,
6/8/2019 6:00,10,0.899,2019-06-08 06:00:00,
6/8/2019 7:00,10,0.872,2019-06-08 07:00:00,
6/8/2019 8:00,10,0.916,2019-06-08 08:00:00,
6/8/2019 9:00,10,1.201,2019-06-08 09:00:00,
6/8/2019 10:00,10,1.124,2019-06-08 10:00:00,
6/8/2019 11:00,10,0.827,2019-06-08 11:00:00,
6/8/2019 12:00,10,0.95,2019-06-08 12:00:00,
6/8/2019 13:00,10,1.013,2019-06-08 13:00:00,
6/8/2019 14:00,10,0.93,2019-06-08 14:00:00,
6/8/2019 15:00,10,1.11,2019-06-08 15:00:00,
6/8/2019 16:00,10,0.754,2019-06-08 16:00:00,
6/8/2019 17:00,10,0.659,2019-06-08 17:00:00,
6/8/2019 18:00,10,0.75,2019-06-08 18:00:00,
6/8/2019 19:00,10,0.681,2019-06-08 19:00:00,
6/8/2019 20:00,10,2.951,2019-06-08 20:00:00,
6/8/2019 21:00,10,3.037,2019-06-08 21:00:00,
6/8/2019 22:00,10,4.51,2019-06-08 22:00:00,
6/8/2019 23:00,10,1.622,2019-06-08 23:00:00,
6/9/2019 0:00,10,0.836,2019-06-09 00:00:00,
6/9/2019 1:00,10,0.829,2019-06-09 01:00:00,
6/9/2019 2:00,10,0.872,2019-06-09 02:00:00,
6/9/2019 3:00,10,0.905,2019-06-09 03:00:00,
6/9/2019 4:00,10,0.793,2019-06-09 04:00:00,
6/9/2019 5:00,10,0.797,2019-06-09 05:00:00,
6/9/2019 6:00,10,0.839,2019-06-09 06:00:00,
6/9/2019 7:00,10,0.937,2019-06-09 07:00:00,
6/9/2019 8:00,10,1.008,2019-06-09 08:00:00,
6/9/2019 9:00,10,1.671,2019-06-09 09:00:00,
6/9/2019 10:00,10,1.166,2019-06-09 10:00:00,
6/9/2019 11:00,10,1.045,2019-06-09 11:00:00,
6/9/2019 12:00,10,1.045,2019-06-09 12:00:00,
6/9/2019 13:00,10,1.124,2019-06-09 13:00:00,
6/9/2019 14:00,10,0.959,2019-06-09 14:00:00,
6/9/2019 15:00,10,0.984,2019-06-09 15:00:00,
6/9/2019 16:00,10,0.967,2019-06-09 16:00:00,
6/9/2019 17:00,10,0.953,2019-06-09 17:00:00,
6/9/2019 18:00,10,0.893,2019-06-09 18:00:00,
6/9/2019 19:00,10,0.919,2019-06-09 19:00:00,
6/9/2019 20:00,10,1.042,2019-06-09 20:00:00,
6/9/2019 21:00,10,1.209,2019-06-09 21:00:00,
6/9/2019 22:00,10,4.501,2019-06-09 22:00:00,
6/9/2019 23:00,10,2.025,2019-06-09 23:00:00,
6/10/2019 0:00,10,1.008,2019-06-10 00:00:00,
6/10/2019 1:00,10,0.673,2019-06-10 01:00:00,
6/10/2019 2:00,10,0.662,2019-06-10 02:00:00,
6/10/2019 3:00,10,0.758,2019-06-10 03:00:00,
6/10/2019 4:00,10,0.657,2019-06-10 04:00:00,
6/10/2019 5:00,10,0.656,2019-06-10 05:00:00,
6/10/2019 6:00,10,0.738,2019-06-10 06:00:00,
6/10/2019 7:00,10,0.815,2019-06-10 07:00:00,
6/10/2019 8:00,10,0.907,2019-06-10 08:00:00,
6/10/2019 9:00,10,0.731,2019-06-10 09:00:00,
6/10/2019 10:00,10,0.681,2019-06-10 10:00:00,
6/10/2019 11:00,10,0.521,2019-06-10 11:00:00,
6/10/2019 12:00,10,0.51,2019-06-10 12:00:00,
6/10/2019 13:00,10,0.628,2019-06-10 13:00:00,
6/10/2019 14:00,10,0.585,2019-06-10 14:00:00,
6/10/2019 15:00,10,0.48,2019-06-10 15:00:00,
6/10/2019 16:00,10,0.535,2019-06-10 16:00:00,
6/10/2019 17:00,10,0.865,2019-06-10 17:00:00,
6/10/2019 18:00,10,1.017,2019-06-10 18:00:00,
6/10/2019 19:00,10,0.751,2019-06-10 19:00:00,
6/10/2019 20:00,10,0.841,2019-06-10 20:00:00,
6/10/2019 21:00,10,0.991,2019-06-10 21:00:00,
6/10/2019 22:00,10,0.82,2019-06-10 22:00:00,
6/10/2019 23:00,10,0.607,2019-06-10 23:00:00,
6/11/2019 0:00,10,0.685,2019-06-11 00:00:00,
6/11/2019 1:00,10,0.562,2019-06-11 01:00:00,
6/11/2019 2:00,10,0.542,2019-06-11 02:00:00,
6/11/2019 3:00,10,0.644,2019-06-11 03:00:00,
6/11/2019 4:00,10,0.53,2019-06-11 04:00:00,
6/11/2019 5:00,10,0.53,2019-06-11 05:00:00,
6/11/2019 6:00,10,0.637,2019-06-11 06:00:00,
6/11/2019 7:00,10,0.884,2019-06-11 07:00:00,
6/11/2019 8:00,10,1.56,2019-06-11 08:00:00,
6/11/2019 9:00,10,1.32,2019-06-11 09:00:00,
6/11/2019 10:00,10,0.684,2019-06-11 10:00:00,
6/11/2019 11:00,10,0.626,2019-06-11 11:00:00,
6/11/2019 12:00,10,0.685,2019-06-11 12:00:00,
6/11/2019 13:00,10,0.696,2019-06-11 13:00:00,
6/11/2019 14:00,10,0.646,2019-06-11 14:00:00,
6/11/2019 15:00,10,0.648,2019-06-11 15:00:00,
6/11/2019 16:00,10,0.894,2019-06-11 16:00:00,
6/11/2019 17:00,10,0.93,2019-06-11 17:00:00,
6/11/2019 18:00,10,0.956,2019-06-11 18:00:00,
6/11/2019 19:00,10,1.099,2019-06-11 19:00:00,
6/11/2019 20:00,10,0.938,2019-06-11 20:00:00,
6/11/2019 21:00,10,1.429,2019-06-11 21:00:00,
6/11/2019 22:00,10,4.065,2019-06-11 22:00:00,
6/11/2019 23:00,10,1.268,2019-06-11 23:00:00,
6/12/2019 0:00,10,0.778,2019-06-12 00:00:00,
6/12/2019 1:00,10,0.474,2019-06-12 01:00:00,
6/12/2019 2:00,10,0.488,2019-06-12 02:00:00,
6/12/2019 3:00,10,0.595,2019-06-12 03:00:00,
6/12/2019 4:00,10,0.505,2019-06-12 04:00:00,
6/12/2019 5:00,10,0.488,2019-06-12 05:00:00,
6/12/2019 6:00,10,0.553,2019-06-12 06:00:00,
6/12/2019 7:00,10,0.79,2019-06-12 07:00:00,
6/12/2019 8:00,10,0.826,2019-06-12 08:00:00,
6/12/2019 9:00,10,0.603,2019-06-12 09:00:00,
6/12/2019 10:00,10,0.545,2019-06-12 10:00:00,
6/12/2019 11:00,10,0.481,2019-06-12 11:00:00,
6/12/2019 12:00,10,0.632,2019-06-12 12:00:00,
6/12/2019 13:00,10,0.763,2019-06-12 13:00:00,
6/12/2019 14:00,10,0.96,2019-06-12 14:00:00,
6/12/2019 15:00,10,0.708,2019-06-12 15:00:00,
6/12/2019 16:00,10,0.808,2019-06-12 16:00:00,
6/12/2019 17:00,10,0.776,2019-06-12 17:00:00,
6/12/2019 18:00,10,0.849,2019-06-12 18:00:00,
6/12/2019 19:00,10,0.934,2019-06-12 19:00:00,
6/12/2019 20:00,10,1.076,2019-06-12 20:00:00,
6/12/2019 21:00,10,0.923,2019-06-12 21:00:00,
6/12/2019 22:00,10,0.835,2019-06-12 22:00:00,
6/12/2019 23:00,10,0.854,2019-06-12 23:00:00,
6/13/2019 0:00,10,0.684,2019-06-13 00:00:00,
6/13/2019 1:00,10,0.643,2019-06-13 01:00:00,
6/13/2019 2:00,10,0.677,2019-06-13 02:00:00,
6/13/2019 3:00,10,0.718,2019-06-13 03:00:00,
6/13/2019 4:00,10,0.643,2019-06-13 04:00:00,
6/13/2019 5:00,10,0.633,2019-06-13 05:00:00,
6/13/2019 6:00,10,0.752,2019-06-13 06:00:00,
6/13/2019 7:00,10,1.06,2019-06-13 07:00:00,
6/13/2019 8:00,10,1.268,2019-06-13 08:00:00,
6/13/2019 9:00,10,0.885,2019-06-13 09:00:00,
6/13/2019 10:00,10,0.682,2019-06-13 10:00:00,
6/13/2019 11:00,10,0.608,2019-06-13 11:00:00,
6/13/2019 12:00,10,0.623,2019-06-13 12:00:00,
6/13/2019 13:00,10,0.761,2019-06-13 13:00:00,
6/13/2019 14:00,10,3.405,2019-06-13 14:00:00,
6/13/2019 15:00,10,2.734,2019-06-13 15:00:00,
6/13/2019 16:00,10,0.884,2019-06-13 16:00:00,
6/13/2019 17:00,10,0.776,2019-06-13 17:00:00,
6/13/2019 18:00,10,0.792,2019-06-13 18:00:00,
6/13/2019 19:00,10,0.997,2019-06-13 19:00:00,
6/13/2019 20:00,10,1.05,2019-06-13 20:00:00,
6/13/2019 21:00,10,1.456,2019-06-13 21:00:00,
6/13/2019 22:00,10,3.676,2019-06-13 22:00:00,
6/13/2019 23:00,10,3.238,2019-06-13 23:00:00,
6/14/2019 0:00,10,0.793,2019-06-14 00:00:00,
6/14/2019 1:00,10,0.767,2019-06-14 01:00:00,
6/14/2019 2:00,10,0.678,2019-06-14 02:00:00,
6/14/2019 3:00,10,0.513,2019-06-14 03:00:00,
6/14/2019 4:00,10,0.497,2019-06-14 04:00:00,
6/14/2019 5:00,10,0.624,2019-06-14 05:00:00,
6/14/2019 6:00,10,0.484,2019-06-14 06:00:00,
6/14/2019 7:00,10,0.82,2019-06-14 07:00:00,
6/14/2019 8:00,10,2.105,2019-06-14 08:00:00,
6/14/2019 9:00,10,3.726,2019-06-14 09:00:00,
6/14/2019 10:00,10,0.732,2019-06-14 10:00:00,
6/14/2019 11:00,10,0.463,2019-06-14 11:00:00,
6/14/2019 12:00,10,0.464,2019-06-14 12:00:00,
6/14/2019 13:00,10,0.473,2019-06-14 13:00:00,
6/14/2019 14:00,10,1.153,2019-06-14 14:00:00,
6/14/2019 15:00,10,2.766,2019-06-14 15:00:00,
6/14/2019 16:00,10,0.687,2019-06-14 16:00:00,
6/14/2019 17:00,10,2.407,2019-06-14 17:00:00,
6/14/2019 18:00,10,1.381,2019-06-14 18:00:00,
6/14/2019 19:00,10,1.029,2019-06-14 19:00:00,
6/14/2019 20:00,10,1.842,2019-06-14 20:00:00,
6/14/2019 21:00,10,4.202,2019-06-14 21:00:00,
6/14/2019 22:00,10,1.199,2019-06-14 22:00:00,
6/14/2019 23:00,10,0.616,2019-06-14 23:00:00,
6/15/2019 0:00,10,0.574,2019-06-15 00:00:00,
6/15/2019 1:00,10,0.52,2019-06-15 01:00:00,
6/15/2019 2:00,10,0.56,2019-06-15 02:00:00,
6/15/2019 3:00,10,0.641,2019-06-15 03:00:00,
6/15/2019 4:00,10,0.633,2019-06-15 04:00:00,
6/15/2019 5:00,10,0.557,2019-06-15 05:00:00,
6/15/2019 6:00,10,0.512,2019-06-15 06:00:00,
6/15/2019 7:00,10,0.664,2019-06-15 07:00:00,
6/15/2019 8:00,10,0.706,2019-06-15 08:00:00,
6/15/2019 9:00,10,0.645,2019-06-15 09:00:00,
6/15/2019 10:00,10,0.637,2019-06-15 10:00:00,
6/15/2019 11:00,10,0.738,2019-06-15 11:00:00,
6/15/2019 12:00,10,1.008,2019-06-15 12:00:00,
6/15/2019 13:00,10,0.862,2019-06-15 13:00:00,
6/15/2019 14:00,10,0.624,2019-06-15 14:00:00,
6/15/2019 15:00,10,0.601,2019-06-15 15:00:00,
6/15/2019 16:00,10,0.937,2019-06-15 16:00:00,
6/15/2019 17:00,10,0.734,2019-06-15 17:00:00,
6/15/2019 18:00,10,0.883,2019-06-15 18:00:00,
6/15/2019 19:00,10,1.283,2019-06-15 19:00:00,
6/15/2019 20:00,10,1.177,2019-06-15 20:00:00,
6/15/2019 21:00,10,4.04,2019-06-15 21:00:00,
6/15/2019 22:00,10,1.265,2019-06-15 22:00:00,
6/15/2019 23:00,10,0.627,2019-06-15 23:00:00,
6/16/2019 0:00,10,0.555,2019-06-16 00:00:00,
6/16/2019 1:00,10,0.573,2019-06-16 01:00:00,
6/16/2019 2:00,10,0.625,2019-06-16 02:00:00,
6/16/2019 3:00,10,0.677,2019-06-16 03:00:00,
6/16/2019 4:00,10,0.692,2019-06-16 04:00:00,
6/16/2019 5:00,10,0.678,2019-06-16 05:00:00,
6/16/2019 6:00,10,0.552,2019-06-16 06:00:00,
6/16/2019 7:00,10,0.647,2019-06-16 07:00:00,
6/16/2019 8:00,10,0.726,2019-06-16 08:00:00,
6/16/2019 9:00,10,1.158,2019-06-16 09:00:00,
6/16/2019 10:00,10,1.571,2019-06-16 10:00:00,
6/16/2019 11:00,10,1.253,2019-06-16 11:00:00,
6/16/2019 12:00,10,1.145,2019-06-16 12:00:00,
6/16/2019 13:00,10,1.061,2019-06-16 13:00:00,
6/16/2019 14:00,10,0.762,2019-06-16 14:00:00,
6/16/2019 15:00,10,0.676,2019-06-16 15:00:00,
6/16/2019 16:00,10,0.746,2019-06-16 16:00:00,
6/16/2019 17:00,10,0.835,2019-06-16 17:00:00,
6/16/2019 18:00,10,0.885,2019-06-16 18:00:00,
6/16/2019 19:00,10,0.957,2019-06-16 19:00:00,
6/16/2019 20:00,10,1.351,2019-06-16 20:00:00,
6/16/2019 21:00,10,4.615,2019-06-16 21:00:00,
6/16/2019 22:00,10,1.522,2019-06-16 22:00:00,
6/16/2019 23:00,10,1.089,2019-06-16 23:00:00,
6/17/2019 0:00,10,1.028,2019-06-17 00:00:00,
6/17/2019 1:00,10,0.595,2019-06-17 01:00:00,
6/17/2019 2:00,10,0.591,2019-06-17 02:00:00,
6/17/2019 3:00,10,0.584,2019-06-17 03:00:00,
6/17/2019 4:00,10,0.606,2019-06-17 04:00:00,
6/17/2019 5:00,10,0.673,2019-06-17 05:00:00,
6/17/2019 6:00,10,0.659,2019-06-17 06:00:00,
6/17/2019 7:00,10,0.934,2019-06-17 07:00:00,
6/17/2019 8:00,10,1.046,2019-06-17 08:00:00,
6/17/2019 9:00,10,0.521,2019-06-17 09:00:00,
6/17/2019 10:00,10,0.451,2019-06-17 10:00:00,
6/17/2019 11:00,10,0.441,2019-06-17 11:00:00,
6/17/2019 12:00,10,0.455,2019-06-17 12:00:00,
6/17/2019 13:00,10,0.537,2019-06-17 13:00:00,
6/17/2019 14:00,10,0.591,2019-06-17 14:00:00,
6/17/2019 15:00,10,0.624,2019-06-17 15:00:00,
6/17/2019 16:00,10,0.66,2019-06-17 16:00:00,
6/17/2019 17:00,10,0.847,2019-06-17 17:00:00,
6/17/2019 18:00,10,0.921,2019-06-17 18:00:00,
6/17/2019 19:00,10,1.167,2019-06-17 19:00:00,
6/17/2019 20:00,10,0.861,2019-06-17 20:00:00,
6/17/2019 21:00,10,1.019,2019-06-17 21:00:00,
6/17/2019 22:00,10,0.842,2019-06-17 22:00:00,
6/17/2019 23:00,10,0.65,2019-06-17 23:00:00,
6/18/2019 0:00,10,0.62,2019-06-18 00:00:00,
6/18/2019 1:00,10,0.583,2019-06-18 01:00:00,
6/18/2019 2:00,10,0.602,2019-06-18 02:00:00,
6/18/2019 3:00,10,0.6,2019-06-18 03:00:00,
6/18/2019 4:00,10,0.624,2019-06-18 04:00:00,
6/18/2019 5:00,10,0.711,2019-06-18 05:00:00,
6/18/2019 6:00,10,0.684,2019-06-18 06:00:00,
6/18/2019 7:00,10,1.152,2019-06-18 07:00:00,
6/18/2019 8:00,10,1.317,2019-06-18 08:00:00,
6/18/2019 9:00,10,1.081,2019-06-18 09:00:00,
6/18/2019 10:00,10,0.587,2019-06-18 10:00:00,
6/18/2019 11:00,10,0.586,2019-06-18 11:00:00,
6/18/2019 12:00,10,0.598,2019-06-18 12:00:00,
6/18/2019 13:00,10,0.601,2019-06-18 13:00:00,
6/18/2019 14:00,10,0.736,2019-06-18 14:00:00,
6/18/2019 15:00,10,0.897,2019-06-18 15:00:00,
6/18/2019 16:00,10,0.897,2019-06-18 16:00:00,
6/18/2019 17:00,10,0.954,2019-06-18 17:00:00,
6/18/2019 18:00,10,0.834,2019-06-18 18:00:00,
6/18/2019 19:00,10,0.772,2019-06-18 19:00:00,
6/18/2019 20:00,10,0.975,2019-06-18 20:00:00,
6/18/2019 21:00,10,1.117,2019-06-18 21:00:00,
6/18/2019 22:00,10,0.95,2019-06-18 22:00:00,
6/18/2019 23:00,10,1.06,2019-06-18 23:00:00,
6/19/2019 0:00,10,1.131,2019-06-19 00:00:00,
6/19/2019 1:00,10,0.765,2019-06-19 01:00:00,
6/19/2019 2:00,10,0.605,2019-06-19 02:00:00,
6/19/2019 3:00,10,0.643,2019-06-19 03:00:00,
6/19/2019 4:00,10,0.726,2019-06-19 04:00:00,
6/19/2019 5:00,10,0.703,2019-06-19 05:00:00,
6/19/2019 6:00,10,0.887,2019-06-19 06:00:00,
6/19/2019 7:00,10,0.856,2019-06-19 07:00:00,
6/19/2019 8:00,10,0.827,2019-06-19 08:00:00,
6/19/2019 9:00,10,1.087,2019-06-19 09:00:00,
6/19/2019 10:00,10,1.127,2019-06-19 10:00:00,
6/19/2019 11:00,10,1.027,2019-06-19 11:00:00,
6/19/2019 12:00,10,0.97,2019-06-19 12:00:00,
6/19/2019 13:00,10,1.163,2019-06-19 13:00:00,
6/19/2019 14:00,10,1.34,2019-06-19 14:00:00,
6/19/2019 15:00,10,0.95,2019-06-19 15:00:00,
6/19/2019 16:00,10,0.971,2019-06-19 16:00:00,
6/19/2019 17:00,10,0.815,2019-06-19 17:00:00,
6/19/2019 18:00,10,0.764,2019-06-19 18:00:00,
6/19/2019 19:00,10,1.212,2019-06-19 19:00:00,
6/19/2019 20:00,10,0.962,2019-06-19 20:00:00,
6/19/2019 21:00,10,1.338,2019-06-19 21:00:00,
6/19/2019 22:00,10,1.537,2019-06-19 22:00:00,
6/19/2019 23:00,10,1.008,2019-06-19 23:00:00,
6/20/2019 0:00,10,0.883,2019-06-20 00:00:00,
6/20/2019 1:00,10,0.745,2019-06-20 01:00:00,
6/20/2019 2:00,10,0.705,2019-06-20 02:00:00,
6/20/2019 3:00,10,0.693,2019-06-20 03:00:00,
6/20/2019 4:00,10,0.685,2019-06-20 04:00:00,
6/20/2019 5:00,10,0.692,2019-06-20 05:00:00,
6/20/2019 6:00,10,0.749,2019-06-20 06:00:00,
6/20/2019 7:00,10,1.19,2019-06-20 07:00:00,
6/20/2019 8:00,10,1.06,2019-06-20 08:00:00,
6/20/2019 9:00,10,0.909,2019-06-20 09:00:00,
6/20/2019 10:00,10,0.893,2019-06-20 10:00:00,
6/20/2019 11:00,10,0.872,2019-06-20 11:00:00,
6/20/2019 12:00,10,0.871,2019-06-20 12:00:00,
6/20/2019 13:00,10,1.167,2019-06-20 13:00:00,
6/20/2019 14:00,10,1.093,2019-06-20 14:00:00,
6/20/2019 15:00,10,0.972,2019-06-20 15:00:00,
6/20/2019 16:00,10,0.751,2019-06-20 16:00:00,
6/20/2019 17:00,10,0.703,2019-06-20 17:00:00,
6/20/2019 18:00,10,0.762,2019-06-20 18:00:00,
6/20/2019 19:00,10,1.119,2019-06-20 19:00:00,
6/20/2019 20:00,10,1.733,2019-06-20 20:00:00,
6/20/2019 21:00,10,1.558,2019-06-20 21:00:00,
6/20/2019 22:00,10,1.277,2019-06-20 22:00:00,
6/20/2019 23:00,10,0.825,2019-06-20 23:00:00,
6/21/2019 0:00,10,0.632,2019-06-21 00:00:00,
6/21/2019 1:00,10,0.628,2019-06-21 01:00:00,
6/21/2019 2:00,10,0.614,2019-06-21 02:00:00,
6/21/2019 3:00,10,0.602,2019-06-21 03:00:00,
6/21/2019 4:00,10,0.633,2019-06-21 04:00:00,
6/21/2019 5:00,10,0.73,2019-06-21 05:00:00,
6/21/2019 6:00,10,0.884,2019-06-21 06:00:00,
6/21/2019 7:00,10,0.881,2019-06-21 07:00:00,
6/21/2019 8:00,10,0.864,2019-06-21 08:00:00,
6/21/2019 9:00,10,0.997,2019-06-21 09:00:00,
6/21/2019 10:00,10,0.875,2019-06-21 10:00:00,
6/21/2019 11:00,10,0.904,2019-06-21 11:00:00,
6/21/2019 12:00,10,0.807,2019-06-21 12:00:00,
6/21/2019 13:00,10,0.831,2019-06-21 13:00:00,
6/21/2019 14:00,10,0.757,2019-06-21 14:00:00,
6/21/2019 15:00,10,0.77,2019-06-21 15:00:00,
6/21/2019 16:00,10,0.88,2019-06-21 16:00:00,
6/21/2019 17:00,10,0.934,2019-06-21 17:00:00,
6/21/2019 18:00,10,1.501,2019-06-21 18:00:00,
6/21/2019 19:00,10,1.141,2019-06-21 19:00:00,
6/21/2019 20:00,10,1.045,2019-06-21 20:00:00,
6/21/2019 21:00,10,1.1,2019-06-21 21:00:00,
6/21/2019 22:00,10,1.116,2019-06-21 22:00:00,
6/21/2019 23:00,10,0.993,2019-06-21 23:00:00,
6/22/2019 0:00,10,0.606,2019-06-22 00:00:00,
6/22/2019 1:00,10,0.626,2019-06-22 01:00:00,
6/22/2019 2:00,10,0.64,2019-06-22 02:00:00,
6/22/2019 3:00,10,0.632,2019-06-22 03:00:00,
6/22/2019 4:00,10,0.585,2019-06-22 04:00:00,
6/22/2019 5:00,10,0.523,2019-06-22 05:00:00,
6/22/2019 6:00,10,0.508,2019-06-22 06:00:00,
6/22/2019 7:00,10,0.594,2019-06-22 07:00:00,
6/22/2019 8:00,10,1.156,2019-06-22 08:00:00,
6/22/2019 9:00,10,4.83,2019-06-22 09:00:00,
6/22/2019 10:00,10,1.56,2019-06-22 10:00:00,
6/22/2019 11:00,10,0.777,2019-06-22 11:00:00,
6/22/2019 12:00,10,0.784,2019-06-22 12:00:00,
6/22/2019 13:00,10,0.714,2019-06-22 13:00:00,
6/22/2019 14:00,10,0.622,2019-06-22 14:00:00,
6/22/2019 15:00,10,0.62,2019-06-22 15:00:00,
6/22/2019 16:00,10,0.606,2019-06-22 16:00:00,
6/22/2019 17:00,10,0.622,2019-06-22 17:00:00,
6/22/2019 18:00,10,0.791,2019-06-22 18:00:00,
6/22/2019 19:00,10,0.894,2019-06-22 19:00:00,
6/22/2019 20:00,10,0.984,2019-06-22 20:00:00,
6/22/2019 21:00,10,0.935,2019-06-22 21:00:00,
6/22/2019 22:00,10,0.894,2019-06-22 22:00:00,
6/22/2019 23:00,10,1.128,2019-06-22 23:00:00,
6/23/2019 0:00,10,1.295,2019-06-23 00:00:00,
6/23/2019 1:00,10,0.796,2019-06-23 01:00:00,
6/23/2019 2:00,10,0.684,2019-06-23 02:00:00,
6/23/2019 3:00,10,0.727,2019-06-23 03:00:00,
6/23/2019 4:00,10,0.753,2019-06-23 04:00:00,
6/23/2019 5:00,10,0.748,2019-06-23 05:00:00,
6/23/2019 6:00,10,0.744,2019-06-23 06:00:00,
6/23/2019 7:00,10,1.031,2019-06-23 07:00:00,
6/23/2019 8:00,10,0.885,2019-06-23 08:00:00,
6/23/2019 9:00,10,3.079,2019-06-23 09:00:00,
6/23/2019 10:00,10,2.702,2019-06-23 10:00:00,
6/23/2019 11:00,10,4.472,2019-06-23 11:00:00,
6/23/2019 12:00,10,0.91,2019-06-23 12:00:00,
6/23/2019 13:00,10,0.923,2019-06-23 13:00:00,
6/23/2019 14:00,10,0.934,2019-06-23 14:00:00,
6/23/2019 15:00,10,2.921,2019-06-23 15:00:00,
6/23/2019 16:00,10,2.831,2019-06-23 16:00:00,
6/23/2019 17:00,10,0.781,2019-06-23 17:00:00,
6/23/2019 18:00,10,1.446,2019-06-23 18:00:00,
6/23/2019 19:00,10,3.907,2019-06-23 19:00:00,
6/23/2019 20:00,10,1.876,2019-06-23 20:00:00,
6/23/2019 21:00,10,1.912,2019-06-23 21:00:00,
