"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","11","23","0","0","15","0","0","15","0","0"
"7","12","0","0","0","14","0","0","14","0","0"
"7","12","1","0","0","14","0","0","14","0","0"
"7","12","2","0","0","14","0","0","14","0","0"
"7","12","3","0","0","14","0","0","14","0","0"
"7","12","4","132","14","15","0","11.021","10.999","43.706","20.464"
"7","12","5","499","52","17","0","41.001","14.659","160.614","135.168"
"7","12","6","682","74","19","0","54.667","18.087","211.668","185.224"
"7","12","7","783","88","21","0","71.246","21.564","272.583","244.919"
"7","12","8","842","99","22","0","301.49","33.777","944.828","901.615"
"7","12","9","876","108","23","0","525.173","45.683","1769.314","1701.818"
"7","12","10","901","108","23","0","724.321","54.379","2432.148","2340.965"
"7","12","11","905","112","24","0","880.065","61.734","2892.688","2782.86"
"7","12","12","897","115","24","0","977.484","65.747","3166.937","3045.156"
"7","12","13","518","317","24","0","869.779","62.97","2850.99","2742.924"
"7","12","14","611","226","23","0","872.064","61.483","2875.369","2766.275"
"7","12","15","781","105","23","0","840.446","60.489","2779.657","2674.572"
"7","12","16","697","92","22","0","657.315","53.409","2226.892","2143.441"
"7","12","17","551","74","21","0","420.567","42.933","1461.096","1403.351"
"7","12","18","291","42","19","0","163.488","28.983","567.938","533.913"
"7","12","19","0","0","18","0","0","18","0","0"
"7","12","20","0","0","17","0","0","17","0","0"
"7","12","21","0","0","17","0","0","17","0","0"
"7","12","22","0","0","17","0","0","17","0","0"
"7","12","23","0","0","17","0","0","17","0","0"
"7","13","0","0","0","17","0","0","17","0","0"
"7","13","1","0","0","17","0","0","17","0","0"
"7","13","2","0","0","16","0","0","16","0","0"
"7","13","3","0","0","16","0","0","16","0","0"
"7","13","4","0","11","17","0","9.179","13.013","36.159","13.055"
"7","13","5","62","74","17","0","56.833","15.508","221.994","195.345"
"7","13","6","411","137","19","0","95.55","20.851","366.471","336.864"
"7","13","7","511","182","21","0","121.152","24.923","458.134","426.559"
"7","13","8","377","280","23","0","303.078","35.391","1032.816","987.286"
"7","13","9","666","215","24","0","503.93","45.886","1710.764","1645.182"
"7","13","10","324","409","24","0","580.346","50.218","1991.361","1916.344"
"7","13","11","756","196","25","0","839.247","60.422","2773.855","2669.01"
"7","13","12","461","370","24","0","826.118","60.732","2731.802","2628.692"
"7","13","13","296","400","23","0","716.574","56.187","2413.175","2322.721"
"7","13","14","9","215","22","0","197.631","36.213","717.813","680.278"
"7","13","15","269","272","21","0","544.938","43.651","1924.563","1851.852"
"7","13","16","10","161","21","0","151.93","31.756","560.615","526.756"
"7","13","17","58","114","20","0","145.903","25.99","546.43","512.893"
"7","13","18","0","34","19","0","29.017","19.252","111.904","87.39"
"7","13","19","0","0","19","0","0","19","0","0"
"7","13","20","0","0","19","0","0","19","0","0"
"7","13","21","0","0","18","0","0","18","0","0"
"7","13","22","0","0","18","0","0","18","0","0"
"7","13","23","0","0","18","0","0","18","0","0"
"7","14","0","0","0","18","0","0","18","0","0"
"7","14","1","0","0","18","0","0","18","0","0"
"7","14","2","0","0","18","0","0","18","0","0"
"7","14","3","0","0","18","0","0","18","0","0"
"7","14","4","0","12","19","0","10.02","15.174","39.184","16.025"
"7","14","5","297","71","19","0","53.068","17.465","205.912","179.581"
"7","14","6","507","106","21","0","75.768","21.782","289.666","261.654"
"7","14","7","644","124","24","0","84.841","25.908","319.72","291.09"
"7","14","8","743","131","26","0","293.148","37.629","919.701","877.138"
"7","14","9","485","297","26","0","478","46.795","1629.189","1566.225"
"7","14","10","636","260","26","0","676.538","55.244","2269.604","2184.573"
"7","14","11","879","123","26","0","868.42","62.896","2841.216","2733.561"
"7","14","12","875","122","26","0","964.168","67.067","3107.006","2987.891"
"7","14","13","529","315","25","0","879.781","64.107","2870.553","2761.663"
"7","14","14","393","312","25","0","725.191","58.656","2418.331","2327.679"
"7","14","15","744","113","24","0","817.666","59.741","2712.521","2610.201"
"7","14","16","199","196","23","0","359.772","43.953","1266.67","1214.662"
"7","14","17","0","55","22","0","46.166","26.345","173.709","148.009"
"7","14","18","0","39","20","0","34.544","18.446","133.587","108.661"
"7","14","19","0","0","19","0","0","19","0","0"
"7","14","20","0","0","19","0","0","19","0","0"
"7","14","21","0","0","19","0","0","19","0","0"
"7","14","22","0","0","19","0","0","19","0","0"
"7","14","23","0","0","19","0","0","19","0","0"
"7","15","0","0","0","19","0","0","19","0","0"
"7","15","1","0","0","19","0","0","19","0","0"
"7","15","2","0","0","18","0","0","18","0","0"
"7","15","3","0","0","18","0","0","18","0","0"
"7","15","4","0","5","18","0","4.158","13.828","16.335","0"
"7","15","5","0","36","19","0","30.153","16.149","117.524","92.903"
"7","15","6","18","134","19","0","105.619","20.955","404.943","374.519"
"7","15","7","29","205","21","0","149.976","26.439","564.123","530.185"
"7","15","8","7","198","22","0","163.558","28.709","608.942","573.976"
"7","15","9","9","213","23","0","181.872","30.718","673.013","636.547"
"7","15","10","32","357","24","0","327.091","38.012","1179.317","1129.783"
"7","15","11","92","446","24","0","478.031","45.138","1679.094","1614.535"
"7","15","12","21","329","25","0","308.57","41.082","1100.845","1053.478"
"7","15","13","717","193","24","0","949.299","61.348","3131.979","3011.757"
"7","15","14","659","193","23","0","887.001","62.434","2913.465","2802.754"
"7","15","15","145","284","22","0","429.99","46.031","1505.345","1446.249"
"7","15","16","0","24","21","0","20.101","25.143","75.952","52.114"
"7","15","17","0","22","21","0","18.381","18.151","71.155","47.406"
"7","15","18","0","6","20","0","4.991","16.238","19.447","0"
"7","15","19","0","0","20","0","0","20","0","0"
"7","15","20","0","0","19","0","0","19","0","0"
"7","15","21","0","0","19","0","0","19","0","0"
"7","15","22","0","0","19","0","0","19","0","0"
"7","15","23","0","0","19","0","0","19","0","0"
"7","16","0","0","0","19","0","0","19","0","0"
"7","16","1","0","0","19","0","0","19","0","0"
"7","16","2","0","0","19","0","0","19","0","0"
"7","16","3","0","0","19","0","0","19","0","0"
"7","16","4","0","6","19","0","4.993","14.941","19.541","0"
"7","16","5","0","44","19","0","36.916","16.535","143.695","118.575"
"7","16","6","0","32","20","0","26.789","17.618","103.89","79.528"
"7","16","7","0","105","20","0","87.46","20.925","335.358","306.404"
"7","16","8","0","51","21","0","42.962","20.619","164.909","139.38"
"7","16","9","12","244","21","0","208.359","28.342","777.419","738.436"
"7","16","10","10","219","21","0","192.173","29.672","714.326","676.875"
"7","16","11","12","242","21","0","217.766","30.601","807.021","767.307"
"7","16","12","10","221","21","0","200.717","30.168","745.067","706.873"
"7","16","13","11","233","21","0","214.642","30.567","795.632","756.2"
"7","16","14","102","354","21","0","447.595","40.095","1602.649","1540.526"
"7","16","15","99","279","21","0","365.73","39.086","1314.074","1260.696"
"7","16","16","34","179","20","0","201.548","30.894","745.656","707.448"
"7","16","17","1","99","20","0","89.541","24.048","339.581","310.539"
"7","16","18","0","31","19","0","26.099","17.675","101.198","76.886"
"7","16","19","0","0","19","0","0","19","0","0"
"7","16","20","0","0","18","0","0","18","0","0"
"7","16","21","0","0","18","0","0","18","0","0"
"7","16","22","0","0","18","0","0","18","0","0"
"7","16","23","0","0","18","0","0","18","0","0"
"7","17","0","0","0","17","0","0","17","0","0"
"7","17","1","0","0","17","0","0","17","0","0"
"7","17","2","0","0","16","0","0","16","0","0"
"7","17","3","0","0","16","0","0","16","0","0"
"7","17","4","0","8","16","0","6.666","11.862","26.358","3.433"
"7","17","5","205","67","17","0","51.23","15.139","200.357","174.136"
"7","17","6","416","116","17","0","81.725","17.9","316.638","288.071"
"7","17","7","222","229","18","0","158.218","23.421","601.446","566.653"
"7","17","8","317","293","19","0","295.393","31.467","1030.341","984.877"
"7","17","9","596","255","20","0","500.331","41.821","1729.813","1663.611"
"7","17","10","496","342","22","0","648.252","50.658","2216.891","2133.808"
"7","17","11","465","374","23","0","758.885","56.38","2550.417","2454.616"
"7","17","12","413","380","23","0","791.419","58.184","2643.809","2544.28"
"7","17","13","522","315","23","0","874.494","61.069","2888.471","2778.823"
"7","17","14","425","295","22","0","758.591","56.963","2546.715","2451.061"
"7","17","15","777","109","22","0","844.701","58.998","2810.55","2704.179"
"7","17","16","576","118","21","0","598.253","50.539","2050.561","1973.468"
"7","17","17","546","74","20","0","419.671","41.464","1466.547","1408.636"
"7","17","18","296","39","18","0","165.137","28.055","575.476","541.278"
"7","17","19","0","0","17","0","0","17","0","0"
"7","17","20","0","0","17","0","0","17","0","0"
"7","17","21","0","0","16","0","0","16","0","0"
"7","17","22","0","0","16","0","0","16","0","0"
"7","17","23","0","0","15","0","0","15","0","0"
"7","18","0","0","0","15","0","0","15","0","0"
"7","18","1","0","0","14","0","0","14","0","0"
"7","18","2","0","0","14","0","0","14","0","0"
"7","18","3","0","0","14","0","0","14","0","0"
"7","18","4","113","11","14","0","8.568","9.835","34.111","11.045"
"7","18","5","514","46","16","0","36.493","13.315","143.602","118.484"
"7","18","6","703","66","18","0","53.882","16.884","209.488","183.087"
"7","18","7","803","79","19","0","61.146","18.779","236.193","209.261"
"7","18","8","858","90","20","0","296.043","31.407","928.46","885.671"
"7","18","9","889","99","21","0","522.991","43.626","1773.632","1705.994"
"7","18","10","884","118","22","0","721.382","53.328","2432.556","2341.357"
"7","18","11","893","119","23","0","878.046","60.738","2897.758","2787.715"
"7","18","12","890","119","23","0","977.659","64.843","3179.286","3056.951"
"7","18","13","779","174","23","0","984.749","65.648","3192.927","3069.98"
"7","18","14","741","165","23","0","938.942","64.275","3061.212","2944.114"
"7","18","15","52","259","23","0","301.754","42.882","1069.177","1022.669"
"7","18","16","611","119","23","0","626.451","49.374","2156.741","2075.851"
"7","18","17","461","89","21","0","382.362","41.28","1339.046","1284.94"
"7","18","18","218","41","19","0","138.349","27.515","487.343","455.127"
"7","18","19","0","0","18","0","0","18","0","0"
"7","18","20","0","0","18","0","0","18","0","0"
"7","18","21","0","0","17","0","0","17","0","0"
"7","18","22","0","0","17","0","0","17","0","0"
"7","18","23","0","0","16","0","0","16","0","0"
"7","19","0","0","0","15","0","0","15","0","0"
"7","19","1","0","0","15","0","0","15","0","0"
"7","19","2","0","0","15","0","0","15","0","0"
"7","19","3","0","0","15","0","0","15","0","0"
"7","19","4","0","7","15","0","5.829","10.756","23.136","0.27"
"7","19","5","180","67","16","0","51.055","14.047","200.413","174.191"
"7","19","6","267","136","18","0","97.447","19.789","375.115","345.326"
"7","19","7","671","123","20","0","82.132","21.95","313.812","285.304"
"7","19","8","414","264","21","0","296.383","32.678","1010.72","965.777"
"7","19","9","313","359","21","0","441.216","40.579","1550.459","1489.969"
"7","19","10","375","382","21","0","594.308","47.387","2060.22","1982.785"
"7","19","11","306","432","22","0","668.452","52.04","2285.621","2199.993"
"7","19","12","249","440","22","0","681.327","53.008","2322.868","2235.846"
"7","19","13","344","380","22","0","746.73","55.283","2523.676","2428.93"
"7","19","14","51","323","22","0","364.944","42.608","1294.599","1241.786"
"7","19","15","220","275","21","0","488.909","42.989","1731.101","1664.857"
"7","19","16","210","191","20","0","364.276","38.452","1308.909","1255.682"
"7","19","17","42","108","19","0","131.149","26.98","490.062","457.786"
"7","19","18","91","42","18","0","87.119","20.853","320.859","292.205"
"7","19","19","0","0","17","0","0","17","0","0"
"7","19","20","0","0","17","0","0","17","0","0"
"7","19","21","0","0","17","0","0","17","0","0"
"7","19","22","0","0","16","0","0","16","0","0"
"7","19","23","0","0","16","0","0","16","0","0"
"7","20","0","0","0","16","0","0","16","0","0"
"7","20","1","0","0","16","0","0","16","0","0"
"7","20","2","0","0","15","0","0","15","0","0"
"7","20","3","0","0","15","0","0","15","0","0"
"7","20","4","0","2","15","0","1.66","10.523","6.595","0"
"7","20","5","0","51","17","0","42.127","14.55","165.086","139.554"
"7","20","6","0","36","18","0","30.149","15.746","117.668","93.045"
"7","20","7","110","229","19","0","156.055","23.573","592.909","558.312"
"7","20","8","31","265","20","0","212.987","28.926","788.081","748.836"
"7","20","9","0","137","20","0","115.254","25.341","435.197","404.121"
"7","20","10","10","227","20","0","198.97","27.846","744.409","706.231"
"7","20","11","137","455","20","0","536.146","42.331","1902.882","1830.912"
"7","20","12","196","449","20","0","624.572","48.229","2168.915","2087.583"
"7","20","13","34","345","21","0","362.677","40.539","1296.516","1243.648"
"7","20","14","52","323","21","0","366.212","38.352","1319.723","1266.181"
"7","20","15","42","250","20","0","283.342","34.177","1036.6","990.969"
"7","20","16","86","192","19","0","257.123","31.285","949.248","905.921"
"7","20","17","514","76","18","0","404.465","35.907","1443.392","1386.182"
"7","20","18","257","38","17","0","149.046","26.199","524.324","491.284"
"7","20","19","0","0","15","0","0","15","0","0"
"7","20","20","0","0","15","0","0","15","0","0"
"7","20","21","0","0","15","0","0","15","0","0"
"7","20","22","0","0","14","0","0","14","0","0"
"7","20","23","0","0","14","0","0","14","0","0"
"7","21","0","0","0","13","0","0","13","0","0"
"7","21","1","0","0","13","0","0","13","0","0"
"7","21","2","0","0","13","0","0","13","0","0"
"7","21","3","0","0","13","0","0","13","0","0"
"7","21","4","45","8","14","0","6.214","9.67","24.753","1.857"
"7","21","5","406","54","16","0","42.844","13.599","168.433","142.835"
"7","21","6","607","83","18","0","61.07","17.404","237.013","210.065"
"7","21","7","723","101","19","0","68.553","19.444","264.204","236.71"
"7","21","8","794","113","21","0","290.105","32.242","915.66","873.201"
"7","21","9","836","121","22","0","514.215","44.218","1743.028","1676.395"
"7","21","10","873","117","23","0","713.503","53.933","2400.412","2310.447"
"7","21","11","880","121","23","0","870.1","60.435","2875.122","2766.038"
"7","21","12","874","122","23","0","967.081","64.466","3149.755","3028.741"
"7","21","13","827","138","23","0","997.507","65.979","3229.939","3105.322"
"7","21","14","790","132","23","0","946.072","64.571","3080.754","2962.798"
"7","21","15","736","120","22","0","827.623","59.643","2746.856","2643.127"
"7","21","16","651","102","21","0","639.23","51.798","2180.03","2098.293"
"7","21","17","505","77","20","0","400.65","41.118","1402.927","1346.931"
"7","21","18","241","38","18","0","143.718","26.964","505.199","472.586"
"7","21","19","0","0","17","0","0","17","0","0"
"7","21","20","0","0","16","0","0","16","0","0"
"7","21","21","0","0","16","0","0","16","0","0"
"7","21","22","0","0","16","0","0","16","0","0"
"7","21","23","0","0","16","0","0","16","0","0"
"7","22","0","0","0","15","0","0","15","0","0"
"7","22","1","0","0","15","0","0","15","0","0"
"7","22","2","0","0","15","0","0","15","0","0"
"7","22","3","0","0","15","0","0","15","0","0"
"7","22","4","0","0","16","0","0","16","0","0"
"7","22","5","338","59","18","0","44.752","15.838","174.61","148.893"
"7","22","6","542","95","20","0","69.656","20.066","267.879","240.31"
"7","22","7","663","117","22","0","78.318","23.344","297.797","269.619"
"7","22","8","737","134","24","0","286.186","35.23","902.306","860.19"
"7","22","9","778","147","25","0","506.178","46.798","1702.874","1637.548"
"7","22","10","795","159","25","0","700.359","55.309","2345.271","2257.404"
"7","22","11","797","168","26","0","852.53","62.533","2793.94","2688.261"
"7","22","12","780","175","26","0","942.34","66.296","3046.484","2930.031"
"7","22","13","736","185","26","0","964.533","67.508","3103.69","2984.722"
"7","22","14","679","184","25","0","901.764","64.796","2933.844","2822.263"
"7","22","15","622","163","24","0","774.192","59.468","2571.569","2474.931"
"7","22","16","534","134","23","0","578.605","51.224","1978.522","1903.951"
"7","22","17","286","98","22","0","281.089","38.078","998.98","954.349"
"7","22","18","100","40","21","0","88.799","26.148","320.044","291.407"
"7","22","19","0","0","20","0","0","20","0","0"
"7","22","20","0","0","20","0","0","20","0","0"
"7","22","21","0","0","19","0","0","19","0","0"
"7","22","22","0","0","19","0","0","19","0","0"
"7","22","23","0","0","19","0","0","19","0","0"
"7","23","0","0","0","19","0","0","19","0","0"
"7","23","1","0","0","19","0","0","19","0","0"
"7","23","2","0","0","19","0","0","19","0","0"
"7","23","3","0","0","19","0","0","19","0","0"
"7","23","4","0","0","19","0","0","19","0","0"
"7","23","5","246","68","21","0","50.949","19.377","196.404","170.261"
"7","23","6","436","120","23","0","85.02","24.407","322.083","293.404"
"7","23","7","551","159","24","0","105.404","27.141","395.491","365.269"
"7","23","8","636","182","26","0","295.484","37.944","945.991","902.749"
"7","23","9","704","188","27","0","501.116","48.636","1679.553","1614.98"
"7","23","10","821","140","27","0","702.016","57.212","2332.684","2245.292"
"7","23","11","817","151","27","0","854.223","63.518","2788.272","2682.828"
"7","23","12","792","164","27","0","943.74","67.255","3039.047","2922.919"
"7","23","13","753","172","27","0","960.207","68.282","3079.932","2962.012"
"7","23","14","203","353","26","0","568.299","54.968","1922.973","1850.317"
"7","23","15","542","186","25","0","719.281","56.391","2418.574","2327.913"
"7","23","16","541","131","24","0","580.955","51.834","1981.845","1907.158"
"7","23","17","134","114","23","0","202.813","36.087","729.896","692.07"
"7","23","18","29","37","22","0","47.511","24.226","175.923","150.181"
"7","23","19","0","0","22","0","0","22","0","0"
"7","23","20","0","0","21","0","0","21","0","0"
"7","23","21","0","0","20","0","0","20","0","0"
"7","23","22","0","0","19","0","0","19","0","0"
"7","23","23","0","0","18","0","0","18","0","0"
"7","24","0","0","0","18","0","0","18","0","0"
"7","24","1","0","0","17","0","0","17","0","0"
"7","24","2","0","0","17","0","0","17","0","0"
"7","24","3","0","0","17","0","0","17","0","0"
"7","24","4","0","0","17","0","0","17","0","0"
"7","24","5","22","62","17","0","49.12","15.052","192.164","166.104"
"7","24","6","4","120","17","0","95.367","18.641","368.556","338.905"
"7","24","7","335","203","18","0","136.677","22.588","521.068","488.101"
"7","24","8","96","304","19","0","255.8","29.551","932.883","889.98"
"7","24","9","167","381","20","0","388.189","37.19","1390.516","1334.89"
"7","24","10","422","357","21","0","611.531","47.581","2117.413","2037.94"
"7","24","11","244","430","22","0","616.067","50.371","2120.419","2040.839"
"7","24","12","287","429","22","0","709.531","53.591","2413.535","2323.068"
"7","24","13","876","114","22","0","1010.738","63.97","3299.663","3171.868"
"7","24","14","537","248","22","0","823.716","59.918","2733.142","2629.977"
"7","24","15","181","276","22","0","457.278","46.49","1598.052","1536.073"
"7","24","16","676","97","21","0","653.86","49.617","2248.666","2164.411"
"7","24","17","115","108","20","0","184.837","33.19","672.604","636.148"
"7","24","18","278","34","19","0","154.719","25.815","543.402","509.934"
"7","24","19","0","0","17","0","0","17","0","0"
"7","24","20","0","0","16","0","0","16","0","0"
"7","24","21","0","0","15","0","0","15","0","0"
"7","24","22","0","0","15","0","0","15","0","0"
"7","24","23","0","0","14","0","0","14","0","0"
"7","25","0","0","0","13","0","0","13","0","0"
"7","25","1","0","0","13","0","0","13","0","0"
"7","25","2","0","0","13","0","0","13","0","0"
"7","25","3","0","0","13","0","0","13","0","0"
"7","25","4","0","0","13","0","0","13","0","0"
"7","25","5","388","53","15","0","42.281","12.513","166.827","141.261"
"7","25","6","574","89","17","0","65.668","16.578","255.573","228.252"
"7","25","7","674","118","20","0","79.487","21.176","304.522","276.205"
"7","25","8","734","140","21","0","289.259","32.34","923.339","880.682"
"7","25","9","773","156","22","0","511.294","44.104","1738.671","1672.18"
"7","25","10","822","150","23","0","712.245","53.87","2398.24","2308.358"
"7","25","11","830","154","23","0","869.293","60.401","2873.306","2764.3"
"7","25","12","814","161","23","0","963.276","64.343","3139.08","3018.542"
"7","25","13","680","226","23","0","953.502","64.598","3104.937","2985.914"
"7","25","14","607","227","23","0","877.43","62.165","2885.278","2775.764"
"7","25","15","521","210","23","0","728.048","56.902","2443.266","2351.654"
"7","25","16","415","171","22","0","530.491","48.303","1835.631","1765.932"
"7","25","17","272","111","21","0","290.122","37.011","1036.387","990.761"
"7","25","18","87","31","19","0","72.743","23.556","263.823","236.336"
"7","25","19","0","0","18","0","0","18","0","0"
"7","25","20","0","0","18","0","0","18","0","0"
"7","25","21","0","0","18","0","0","18","0","0"
"7","25","22","0","0","17","0","0","17","0","0"
"7","25","23","0","0","17","0","0","17","0","0"
"7","26","0","0","0","16","0","0","16","0","0"
"7","26","1","0","0","16","0","0","16","0","0"
"7","26","2","0","0","15","0","0","15","0","0"
"7","26","3","0","0","15","0","0","15","0","0"
"7","26","4","0","0","15","0","0","15","0","0"
"7","26","5","72","62","17","0","48.202","14.951","188.637","162.646"
"7","26","6","167","153","19","0","110.101","21.477","421.369","390.592"
"7","26","7","121","239","21","0","161.168","27.026","604.971","570.096"
"7","26","8","547","206","22","0","289.677","34.265","954.365","910.905"
"7","26","9","575","257","23","0","492.46","44.382","1687.12","1622.303"
"7","26","10","521","326","23","0","655.501","51.797","2231.454","2147.835"
"7","26","11","336","421","24","0","687.311","54.972","2323.385","2236.343"
"7","26","12","747","203","23","0","949.396","62.808","3113.208","2993.819"
"7","26","13","337","379","23","0","742.902","57.849","2485.541","2392.288"
"7","26","14","731","161","23","0","930.486","62.552","3054.943","2938.12"
"7","26","15","689","137","23","0","808.304","59.829","2680.962","2579.928"
"7","26","16","612","111","22","0","622.055","52.008","2120.219","2040.645"
"7","26","17","264","97","21","0","268.653","37.048","958.937","915.358"
"7","26","18","225","34","19","0","134.669","26","475.076","443.13"
"7","26","19","0","0","18","0","0","18","0","0"
"7","26","20","0","0","17","0","0","17","0","0"
"7","26","21","0","0","17","0","0","17","0","0"
"7","26","22","0","0","17","0","0","17","0","0"
"7","26","23","0","0","16","0","0","16","0","0"
"7","27","0","0","0","16","0","0","16","0","0"
"7","27","1","0","0","16","0","0","16","0","0"
"7","27","2","0","0","16","0","0","16","0","0"
"7","27","3","0","0","16","0","0","16","0","0"
"7","27","4","0","0","16","0","0","16","0","0"
"7","27","5","54","61","18","0","47.385","15.975","184.796","158.88"
"7","27","6","403","109","19","0","77.492","19.649","298.445","270.253"
"7","27","7","215","220","21","0","152.475","26.164","574.079","539.914"
"7","27","8","657","168","22","0","290.133","34.188","935.056","892.097"
"7","27","9","463","295","22","0","467.127","42.476","1618.769","1556.136"
"7","27","10","228","423","21","0","525.295","45.134","1839.549","1769.719"
"7","27","11","10","224","21","0","200.673","33.491","736.018","698.044"
"7","27","12","0","85","20","0","72.173","23.279","274.491","246.788"
"7","27","13","8","207","20","0","188.343","26.807","707.521","670.233"
"7","27","14","0","69","20","0","58.251","22.324","222.279","195.625"
"7","27","15","0","39","20","0","32.778","18.455","126.754","101.958"
"7","27","16","218","183","19","0","364.469","33","1335.795","1281.784"
"7","27","17","214","113","19","0","260.099","32.222","947.006","903.736"
"7","27","18","59","37","18","0","65.977","21.792","243.635","216.554"
"7","27","19","0","0","18","0","0","18","0","0"
"7","27","20","0","0","18","0","0","18","0","0"
"7","27","21","0","0","18","0","0","18","0","0"
"7","27","22","0","0","17","0","0","17","0","0"
"7","27","23","0","0","17","0","0","17","0","0"
"7","28","0","0","0","17","0","0","17","0","0"
"7","28","1","0","0","17","0","0","17","0","0"
"7","28","2","0","0","17","0","0","17","0","0"
"7","28","3","0","0","17","0","0","17","0","0"
"7","28","4","0","0","17","0","0","17","0","0"
"7","28","5","0","44","17","0","36.542","14.394","143.274","118.162"
"7","28","6","0","88","18","0","72.361","17.912","280.345","252.523"
"7","28","7","12","177","18","0","139.041","22.361","530.496","497.317"
"7","28","8","10","210","19","0","173.17","25.936","650.537","614.601"
"7","28","9","0","128","19","0","107.807","23.426","409.808","379.28"
"7","28","10","4","157","20","0","135.767","24.821","513.467","480.67"
"7","28","11","0","99","20","0","84.13","22.754","320.551","291.903"
"7","28","12","7","183","20","0","164.39","25.843","619.631","584.417"
"7","28","13","31","321","20","0","337.049","34.253","1232.933","1181.888"
"7","28","14","704","168","21","0","913.173","57.55","3058.561","2941.579"
"7","28","15","618","163","21","0","774.03","56.796","2598.486","2500.775"
"7","28","16","14","156","20","0","152.019","33.131","558.127","524.325"
"7","28","17","123","104","19","0","186.117","26.808","692.458","655.53"
"7","28","18","0","22","19","0","18.418","19.428","70.987","47.241"
"7","28","19","0","0","19","0","0","19","0","0"
"7","28","20","0","0","19","0","0","19","0","0"
"7","28","21","0","0","19","0","0","19","0","0"
"7","28","22","0","0","18","0","0","18","0","0"
"7","28","23","0","0","18","0","0","18","0","0"
"7","29","0","0","0","17","0","0","17","0","0"
"7","29","1","0","0","16","0","0","16","0","0"
"7","29","2","0","0","15","0","0","15","0","0"
"7","29","3","0","0","15","0","0","15","0","0"
"7","29","4","0","0","15","0","0","15","0","0"
"7","29","5","445","42","15","0","33.508","12.108","132.394","107.49"
"7","29","6","655","65","16","0","53.232","14.691","208.502","182.121"
"7","29","7","770","79","17","0","60.827","16.61","236.708","209.766"
"7","29","8","10","209","19","0","172.396","24.807","650.187","614.259"
"7","29","9","226","371","20","0","410.429","37.259","1465.56","1407.679"
"7","29","10","275","411","21","0","553.122","45.667","1932.172","1859.201"
"7","29","11","73","424","22","0","445.07","43.888","1570.808","1509.684"
"7","29","12","374","391","22","0","758.495","54.047","2575.455","2478.662"
"7","29","13","25","315","22","0","325.121","41.263","1159.146","1110.173"
"7","29","14","139","348","22","0","502.88","44.128","1773.774","1706.131"
"7","29","15","64","256","22","0","313.001","38.566","1126.88","1078.8"
"7","29","16","78","182","21","0","242.772","33.002","890.847","849.024"
"7","29","17","49","100","20","0","128.927","26.378","482.379","450.272"
"7","29","18","87","37","18","0","83.848","20.647","309.076","280.666"
"7","29","19","0","0","18","0","0","18","0","0"
"7","29","20","0","0","17","0","0","17","0","0"
"7","29","21","0","0","16","0","0","16","0","0"
"7","29","22","0","0","16","0","0","16","0","0"
"7","29","23","0","0","16","0","0","16","0","0"
"7","30","0","0","0","15","0","0","15","0","0"
"7","30","1","0","0","15","0","0","15","0","0"
"7","30","2","0","0","15","0","0","15","0","0"
"7","30","3","0","0","15","0","0","15","0","0"
"7","30","4","0","0","15","0","0","15","0","0"
"7","30","5","0","24","16","0","20.059","12.456","79.164","55.265"
"7","30","6","0","38","18","0","31.826","15.413","124.355","99.605"
"7","30","7","0","87","19","0","73.285","18.93","282.938","255.063"
"7","30","8","2","169","20","0","139.703","24.459","528.744","495.605"
"7","30","9","14","253","20","0","216.72","28.909","806.851","767.141"
"7","30","10","211","422","20","0","513.78","41.648","1823.224","1753.94"
"7","30","11","126","445","20","0","521.52","44.418","1836.686","1766.952"
"7","30","12","241","434","20","0","674.03","49.841","2326.294","2239.143"
"7","30","13","192","406","20","0","608.513","48.712","2109.514","2030.324"
"7","30","14","559","256","20","0","858.118","56.628","2884.695","2775.206"
"7","30","15","340","242","20","0","583.917","49.223","2019.18","1943.19"
"7","30","16","438","163","20","0","541.419","45.701","1891.874","1820.278"
"7","30","17","0","36","19","0","30.137","24.911","113.969","89.416"
"7","30","18","0","17","17","0","14.207","13.916","55.794","32.329"
"7","30","19","0","0","16","0","0","16","0","0"
"7","30","20","0","0","16","0","0","16","0","0"
"7","30","21","0","0","15","0","0","15","0","0"
"7","30","22","0","0","15","0","0","15","0","0"
"7","30","23","0","0","15","0","0","15","0","0"
"7","31","0","0","0","14","0","0","14","0","0"
"7","31","1","0","0","14","0","0","14","0","0"
"7","31","2","0","0","14","0","0","14","0","0"
"7","31","3","0","0","14","0","0","14","0","0"
"7","31","4","0","0","14","0","0","14","0","0"
"7","31","5","217","62","16","0","47.459","13.847","186.421","160.473"
