"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","20","17","0","0","-7","0","0","-7","0","0"
"1","20","18","0","0","-7","0","0","-7","0","0"
"1","20","19","0","0","-7","0","0","-7","0","0"
"1","20","20","0","0","-7","0","0","-7","0","0"
"1","20","21","0","0","-7","0","0","-7","0","0"
"1","20","22","0","0","-8","0","0","-8","0","0"
"1","20","23","0","0","-8","0","0","-8","0","0"
"1","21","0","0","0","-8","0","0","-8","0","0"
"1","21","1","0","0","-9","0","0","-9","0","0"
"1","21","2","0","0","-9","0","0","-9","0","0"
"1","21","3","0","0","-9","0","0","-9","0","0"
"1","21","4","0","0","-10","0","0","-10","0","0"
"1","21","5","0","0","-10","0","0","-10","0","0"
"1","21","6","0","0","-10","0","0","-10","0","0"
"1","21","7","0","33","-9","0","25.56","-13.11","109.516","85.048"
"1","21","8","704","48","-8","0","128.188","-5.676","376.459","346.642"
"1","21","9","853","63","-7","0","370.75","8.889","1346.56","1292.233"
"1","21","10","914","73","-6","1","601.87","16.313","2286.09","2200.445"
"1","21","11","937","77","-6","1","783.414","24.006","2950.332","2838.045"
"1","21","12","935","76","-5","1","894.136","29.649","3317.133","3188.535"
"1","21","13","899","72","-5","1","912.619","30.9","3374.696","3243.435"
"1","21","14","830","59","-6","1","829.756","27.453","3105.42","2986.375"
"1","21","15","669","39","-6","1","615.909","19.885","2361.927","2273.429"
"1","21","16","0","0","-7","1","0","-7","0","0"
"1","21","17","0","0","-8","1","0","-8","0","0"
"1","21","18","0","0","-8","1","0","-8","0","0"
"1","21","19","0","0","-9","1","0","-9","0","0"
"1","21","20","0","0","-9","1","0","-9","0","0"
"1","21","21","0","0","-9","1","0","-9","0","0"
"1","21","22","0","0","-9","0","0","-9","0","0"
"1","21","23","0","0","-9","0","0","-9","0","0"
"1","22","0","0","0","-9","0","0","-9","0","0"
"1","22","1","0","0","-9","0","0","-9","0","0"
"1","22","2","0","0","-10","0","0","-10","0","0"
"1","22","3","0","0","-10","1","0","-10","0","0"
"1","22","4","0","0","-10","0","0","-10","0","0"
"1","22","5","0","0","-10","0","0","-10","0","0"
"1","22","6","0","0","-10","0","0","-10","0","0"
"1","22","7","0","35","-9","0","26.875","-13.077","115.139","90.564"
"1","22","8","733","45","-8","0","128.478","-5.626","371.15","341.445"
"1","22","9","858","62","-6","0","371.543","9.875","1344.592","1290.323"
"1","22","10","904","76","-5","0","599.989","22.653","2230.486","2146.902"
"1","22","11","925","81","-3","0","780.27","33.016","2846.484","2738.608"
"1","22","12","918","82","-3","1","888.543","31.276","3277.528","3150.746"
"1","22","13","881","76","-3","1","903.238","32.371","3322.581","3193.732"
"1","22","14","804","64","-3","0","814.85","36.56","2951.755","2839.407"
"1","22","15","633","44","-5","0","593.399","26.485","2224.261","2140.906"
"1","22","16","0","0","-7","0","0","-7","0","0"
"1","22","17","0","0","-8","0","0","-8","0","0"
"1","22","18","0","0","-9","0","0","-9","0","0"
"1","22","19","0","0","-9","0","0","-9","0","0"
"1","22","20","0","0","-10","0","0","-10","0","0"
"1","22","21","0","0","-9","1","0","-9","0","0"
"1","22","22","0","0","-9","0","0","-9","0","0"
"1","22","23","0","0","-9","0","0","-9","0","0"
"1","23","0","0","0","-10","1","0","-10","0","0"
"1","23","1","0","0","-11","1","0","-11","0","0"
"1","23","2","0","0","-11","1","0","-11","0","0"
"1","23","3","0","0","-11","0","0","-11","0","0"
"1","23","4","0","0","-10","0","0","-10","0","0"
"1","23","5","0","0","-10","0","0","-10","0","0"
"1","23","6","0","0","-10","0","0","-10","0","0"
"1","23","7","0","16","-9","0","13.385","-13.8","57.472","33.976"
"1","23","8","49","75","-9","0","67.993","-10.847","277.983","250.209"
"1","23","9","63","130","-8","0","138.477","-4.099","566.511","532.518"
"1","23","10","75","171","-8","0","204.116","0.577","832.599","792.248"
"1","23","11","280","185","-7","0","413.186","11.649","1628.386","1565.448"
"1","23","12","0","132","-6","0","118.28","2.784","481.923","449.826"
"1","23","13","24","150","-6","1","165.561","-1.721","684.317","647.583"
"1","23","14","15","110","-6","1","121.821","-3.066","505.696","473.073"
"1","23","15","0","57","-6","1","57.717","-6.034","241.897","214.851"
"1","23","16","0","0","-6","1","0","-6","0","0"
"1","23","17","0","0","-7","1","0","-7","0","0"
"1","23","18","0","0","-7","1","0","-7","0","0"
"1","23","19","0","0","-7","1","0","-7","0","0"
"1","23","20","0","0","-8","1","0","-8","0","0"
"1","23","21","0","0","-8","1","0","-8","0","0"
"1","23","22","0","0","-8","1","0","-8","0","0"
"1","23","23","0","0","-8","1","0","-8","0","0"
"1","24","0","0","0","-8","1","0","-8","0","0"
"1","24","1","0","0","-9","1","0","-9","0","0"
"1","24","2","0","0","-9","1","0","-9","0","0"
"1","24","3","0","0","-10","1","0","-10","0","0"
"1","24","4","0","0","-10","1","0","-10","0","0"
"1","24","5","0","0","-11","1","0","-11","0","0"
"1","24","6","0","0","-11","1","0","-11","0","0"
"1","24","7","0","39","-10","1","29.456","-12.309","125.901","101.121"
"1","24","8","728","46","-8","1","128.427","-6.022","372.71","342.971"
"1","24","9","854","61","-6","1","369.402","6.141","1353.512","1298.98"
"1","24","10","906","72","-4","0","597.878","23.448","2216.575","2133.503"
"1","24","11","932","75","-3","0","780.3","33.004","2846.896","2739.002"
"1","24","12","928","73","-1","0","880.362","39.624","3150.421","3029.378"
"1","24","13","891","71","-1","0","909.107","41.317","3236.869","3111.938"
"1","24","14","810","62","-1","0","821.22","38.618","2952.718","2840.328"
"1","24","15","643","43","-3","0","604.132","28.719","2247.017","2162.823"
"1","24","16","0","0","-4","0","0","-4","0","0"
"1","24","17","0","0","-4","0","0","-4","0","0"
"1","24","18","0","0","-4","0","0","-4","0","0"
"1","24","19","0","0","-4","0","0","-4","0","0"
"1","24","20","0","0","-5","0","0","-5","0","0"
"1","24","21","0","0","-6","0","0","-6","0","0"
"1","24","22","0","0","-6","0","0","-6","0","0"
"1","24","23","0","0","-6","0","0","-6","0","0"
"1","25","0","0","0","-6","0","0","-6","0","0"
"1","25","1","0","0","-6","0","0","-6","0","0"
"1","25","2","0","0","-6","0","0","-6","0","0"
"1","25","3","0","0","-6","0","0","-6","0","0"
"1","25","4","0","0","-7","0","0","-7","0","0"
"1","25","5","0","0","-8","0","0","-8","0","0"
"1","25","6","0","0","-8","0","0","-8","0","0"
"1","25","7","306","20","-6","0","16.4","-10.583","69.722","46"
"1","25","8","635","54","-4","0","122.927","-2.264","366.439","336.833"
"1","25","9","774","74","-2","0","354.291","12.913","1276.394","1224.107"
"1","25","10","737","76","0","0","508.422","23.657","1885.808","1814.418"
"1","25","11","873","90","0","0","755.66","34.14","2746.531","2642.815"
"1","25","12","867","91","0","0","860.433","39.67","3079.021","2961.141"
"1","25","13","846","81","0","0","883.04","41.198","3145.624","3024.794"
"1","25","14","767","69","0","0","793.422","38.383","2855.422","2747.17"
"1","25","15","602","48","-1","0","588.337","29.727","2180.853","2099.087"
"1","25","16","159","11","-3","1","151.673","4.587","610.151","575.157"
"1","25","17","0","0","-4","1","0","-4","0","0"
"1","25","18","0","0","-4","1","0","-4","0","0"
"1","25","19","0","0","-4","0","0","-4","0","0"
"1","25","20","0","0","-3","0","0","-3","0","0"
"1","25","21","0","0","-3","0","0","-3","0","0"
"1","25","22","0","0","-2","0","0","-2","0","0"
"1","25","23","0","0","-2","0","0","-2","0","0"
"1","26","0","0","0","-2","0","0","-2","0","0"
"1","26","1","0","0","-2","0","0","-2","0","0"
"1","26","2","0","0","-2","0","0","-2","0","0"
"1","26","3","0","0","-1","0","0","-1","0","0"
"1","26","4","0","0","-1","0","0","-1","0","0"
"1","26","5","0","0","-1","0","0","-1","0","0"
"1","26","6","0","0","0","0","0","0","0","0"
"1","26","7","96","23","0","0","18.352","-1.032","75.702","51.868"
"1","26","8","323","83","0","0","109.078","1.235","374.933","345.147"
"1","26","9","557","87","1","1","290.758","9.896","1070.454","1023.912"
"1","26","10","640","100","2","1","481.696","19.141","1818.596","1749.467"
"1","26","11","341","182","3","1","453.931","20.436","1735.835","1669.437"
"1","26","12","343","179","3","0","504.816","27.29","1890.384","1818.839"
"1","26","13","200","170","3","0","380.93","23.108","1448.791","1391.418"
"1","26","14","147","134","3","0","302.467","18.707","1167.936","1118.719"
"1","26","15","89","72","3","0","176.743","12.471","696.47","659.447"
"1","26","16","0","8","3","0","6.666","2.123","27.219","4.278"
"1","26","17","0","0","3","0","0","3","0","0"
"1","26","18","0","0","3","0","0","3","0","0"
"1","26","19","0","0","3","1","0","3","0","0"
"1","26","20","0","0","2","1","0","2","0","0"
"1","26","21","0","0","2","0","0","2","0","0"
"1","26","22","0","0","2","0","0","2","0","0"
"1","26","23","0","0","2","0","0","2","0","0"
"1","27","0","0","0","2","0","0","2","0","0"
"1","27","1","0","0","1","0","0","1","0","0"
"1","27","2","0","0","1","0","0","1","0","0"
"1","27","3","0","0","1","0","0","1","0","0"
"1","27","4","0","0","0","0","0","0","0","0"
"1","27","5","0","0","0","0","0","0","0","0"
"1","27","6","0","0","0","0","0","0","0","0"
"1","27","7","129","25","0","0","19.398","-4.142","80.815","56.886"
"1","27","8","381","83","1","0","115.676","2.512","387.45","357.399"
"1","27","9","667","70","2","0","312.981","14.923","1122.844","1074.874"
"1","27","10","672","93","3","0","492.704","25.472","1818.899","1749.76"
"1","27","11","670","107","3","0","632.971","32.381","2316.844","2230.049"
"1","27","12","159","202","3","1","361.55","18.257","1397.789","1341.947"
"1","27","13","0","99","3","1","86.606","6.145","349.017","319.778"
"1","27","14","0","72","2","1","62.172","1.883","254.058","226.768"
"1","27","15","0","37","0","1","31.009","-1.607","128.147","103.325"
"1","27","16","0","4","0","1","3.325","-2.998","13.801","0"
"1","27","17","0","0","-1","1","0","-1","0","0"
"1","27","18","0","0","-2","0","0","-2","0","0"
"1","27","19","0","0","-3","0","0","-3","0","0"
"1","27","20","0","0","-3","0","0","-3","0","0"
"1","27","21","0","0","-4","0","0","-4","0","0"
"1","27","22","0","0","-4","0","0","-4","0","0"
"1","27","23","0","0","-4","0","0","-4","0","0"
"1","28","0","0","0","-4","0","0","-4","0","0"
"1","28","1","0","0","-5","0","0","-5","0","0"
"1","28","2","0","0","-5","0","0","-5","0","0"
"1","28","3","0","0","-5","0","0","-5","0","0"
"1","28","4","0","0","-5","0","0","-5","0","0"
"1","28","5","0","0","-5","0","0","-5","0","0"
"1","28","6","0","0","-4","0","0","-4","0","0"
"1","28","7","409","21","-3","0","18.955","-7.381","79.781","55.871"
"1","28","8","731","50","-1","0","132.296","1.442","379.059","349.186"
"1","28","9","856","66","0","0","376.35","15.923","1337.631","1283.566"
"1","28","10","911","77","0","0","608.981","27.68","2226.198","2142.772"
"1","28","11","928","84","1","0","792.361","37.128","2849.118","2741.132"
"1","28","12","916","85","1","0","899.077","42.121","3188.515","3065.766"
"1","28","13","878","81","1","0","916.745","43.468","3238.478","3113.473"
"1","28","14","799","70","0","0","828.161","39.796","2965.3","2852.369"
"1","28","15","632","50","0","0","619.088","31.995","2276.773","2191.475"
"1","28","16","0","20","-1","0","18.913","6.311","76.179","52.336"
"1","28","17","0","0","-1","0","0","-1","0","0"
"1","28","18","0","0","0","0","0","0","0","0"
"1","28","19","0","0","0","0","0","0","0","0"
"1","28","20","0","0","0","0","0","0","0","0"
"1","28","21","0","0","-1","0","0","-1","0","0"
"1","28","22","0","0","-1","0","0","-1","0","0"
"1","28","23","0","0","-1","0","0","-1","0","0"
"1","29","0","0","0","0","0","0","0","0","0"
"1","29","1","0","0","0","0","0","0","0","0"
"1","29","2","0","0","0","0","0","0","0","0"
"1","29","3","0","0","0","0","0","0","0","0"
"1","29","4","0","0","0","0","0","0","0","0"
"1","29","5","0","0","0","0","0","0","0","0"
"1","29","6","0","0","0","0","0","0","0","0"
"1","29","7","0","13","0","0","10.852","-4.241","45.226","21.956"
"1","29","8","0","65","0","0","53.957","-2.434","223.568","196.888"
"1","29","9","0","116","0","0","99.072","1.377","405.505","375.069"
"1","29","10","19","161","0","0","152.908","5.268","616.768","581.62"
"1","29","11","20","178","0","0","175.98","7.302","706.043","668.79"
"1","29","12","27","182","0","0","192.782","8.452","770.798","731.977"
"1","29","13","85","177","1","0","268.401","13.037","1056.832","1010.658"
"1","29","14","52","137","0","0","203.838","10.277","810.077","770.287"
"1","29","15","25","73","0","0","108.787","4.99","439.801","408.626"
"1","29","16","0","8","0","0","6.665","-2.769","27.644","4.696"
"1","29","17","0","0","0","0","0","0","0","0"
"1","29","18","0","0","0","0","0","0","0","0"
"1","29","19","0","0","0","0","0","0","0","0"
"1","29","20","0","0","0","0","0","0","0","0"
"1","29","21","0","0","0","0","0","0","0","0"
"1","29","22","0","0","0","0","0","0","0","0"
"1","29","23","0","0","0","0","0","0","0","0"
"1","30","0","0","0","0","0","0","0","0","0"
"1","30","1","0","0","-1","0","0","-1","0","0"
"1","30","2","0","0","-1","0","0","-1","0","0"
"1","30","3","0","0","-2","0","0","-2","0","0"
"1","30","4","0","0","-3","0","0","-3","0","0"
"1","30","5","0","0","-3","0","0","-3","0","0"
"1","30","6","0","0","-3","0","0","-3","0","0"
"1","30","7","249","29","-2","0","24.263","-6.037","101.691","77.37"
"1","30","8","583","71","-1","0","131.84","1.58","409.714","379.188"
"1","30","9","732","94","0","0","360.094","15.226","1296.657","1243.785"
"1","30","10","806","106","0","0","583.599","26.581","2146.253","2065.742"
"1","30","11","749","90","1","0","670.614","32.661","2451.819","2359.876"
"1","30","12","619","123","1","0","700.6","34.446","2556.529","2460.487"
"1","30","13","555","121","1","0","683.835","34.107","2500.825","2406.975"
"1","30","14","268","146","1","0","443.154","25.337","1672.226","1607.888"
"1","30","15","183","84","0","0","286.066","15.93","1113.932","1066.207"
"1","30","16","0","15","0","0","12.544","1.976","51.245","27.864"
"1","30","17","0","0","0","0","0","0","0","0"
"1","30","18","0","0","0","0","0","0","0","0"
"1","30","19","0","0","0","0","0","0","0","0"
"1","30","20","0","0","0","0","0","0","0","0"
"1","30","21","0","0","0","0","0","0","0","0"
"1","30","22","0","0","0","1","0","0","0","0"
"1","30","23","0","0","0","1","0","0","0","0"
"1","31","0","0","0","0","1","0","0","0","0"
"1","31","1","0","0","0","0","0","0","0","0"
"1","31","2","0","0","0","0","0","0","0","0"
"1","31","3","0","0","0","0","0","0","0","0"
"1","31","4","0","0","0","0","0","0","0","0"
"1","31","5","0","0","0","0","0","0","0","0"
"1","31","6","0","0","0","0","0","0","0","0"
"1","31","7","0","13","0","0","10.851","-4.492","45.255","21.985"
"1","31","8","0","58","0","0","48.402","-2.741","200.749","174.52"
"1","31","9","0","102","1","0","86.605","1.339","354.522","325.166"
"1","31","10","0","139","2","0","120.959","5.351","488.732","456.485"
"1","31","11","284","202","3","0","435.309","21.169","1661.712","1597.711"
"1","31","12","491","159","3","0","626.454","31.635","2309.76","2223.229"
"1","31","13","9","151","3","0","149.855","15.358","585.611","551.182"
"1","31","14","47","136","3","0","195.931","11.266","776.115","737.163"
"1","31","15","430","72","2","0","483.805","23.008","1837.585","1767.821"
"1","31","16","0","21","1","0","19.538","6.274","78.704","54.814"
"1","31","17","0","0","1","0","0","1","0","0"
"1","31","18","0","0","1","0","0","1","0","0"
"1","31","19","0","0","0","1","0","0","0","0"
"1","31","20","0","0","0","1","0","0","0","0"
"1","31","21","0","0","-1","1","0","-1","0","0"
"1","31","22","0","0","-2","1","0","-2","0","0"
"1","31","23","0","0","-2","1","0","-2","0","0"
"2","1","0","0","0","-2","1","0","-2","0","0"
"2","1","1","0","0","-3","1","0","-3","0","0"
"2","1","2","0","0","-3","0","0","-3","0","0"
"2","1","3","0","0","-3","0","0","-3","0","0"
"2","1","4","0","0","-4","0","0","-4","0","0"
"2","1","5","0","0","-5","0","0","-5","0","0"
"2","1","6","0","0","-5","0","0","-5","0","0"
"2","1","7","197","33","-4","0","25.655","-7.367","107.974","83.535"
"2","1","8","525","82","-3","1","134.901","-0.798","438.24","407.099"
"2","1","9","695","107","-2","1","359.814","9.729","1325.97","1272.246"
"2","1","10","789","116","-1","1","585.791","20.39","2203.06","2120.483"
"2","1","11","830","119","0","1","768.322","28.935","2847.677","2739.751"
"2","1","12","825","118","0","1","872.436","33.406","3195.409","3072.35"
"2","1","13","785","111","0","1","883.098","34.35","3226.638","3102.17"
"2","1","14","467","103","0","1","580.376","24.573","2195.53","2113.229"
"2","1","15","526","69","0","1","558.413","21.875","2129.139","2049.245"
"2","1","16","148","20","-1","1","161.179","6.61","644.751","608.951"
"2","1","17","0","0","-2","1","0","-2","0","0"
"2","1","18","0","0","-2","1","0","-2","0","0"
"2","1","19","0","0","-3","1","0","-3","0","0"
"2","1","20","0","0","-4","1","0","-4","0","0"
"2","1","21","0","0","-5","1","0","-5","0","0"
"2","1","22","0","0","-5","1","0","-5","0","0"
"2","1","23","0","0","-6","1","0","-6","0","0"
"2","2","0","0","0","-6","1","0","-6","0","0"
"2","2","1","0","0","-7","1","0","-7","0","0"
"2","2","2","0","0","-7","1","0","-7","0","0"
"2","2","3","0","0","-8","1","0","-8","0","0"
"2","2","4","0","0","-9","1","0","-9","0","0"
"2","2","5","0","0","-10","1","0","-10","0","0"
"2","2","6","0","0","-10","1","0","-10","0","0"
"2","2","7","353","29","-11","1","24.295","-11.951","103.726","79.366"
"2","2","8","650","67","-10","1","136.613","-7.716","426.328","395.444"
"2","2","9","780","90","-10","1","374.942","2.545","1406.277","1350.181"
"2","2","10","851","102","-10","1","607.639","12.78","2343.477","2255.677"
"2","2","11","887","104","-9","1","790.793","21.532","3007.51","2892.755"
"2","2","12","891","101","-9","1","904.412","26.41","3395.978","3263.726"
"2","2","13","864","93","-9","1","927.245","27.832","3467.809","3332.182"
"2","2","14","568","87","-9","1","659.275","19.225","2540.531","2445.121"
"2","2","15","24","76","-10","1","108.518","-3.213","450.516","419.108"
"2","2","16","290","20","-10","1","267.696","-1.754","1099.155","1051.834"
"2","2","17","0","0","-11","1","0","-11","0","0"
"2","2","18","0","0","-12","1","0","-12","0","0"
"2","2","19","0","0","-12","1","0","-12","0","0"
"2","2","20","0","0","-12","1","0","-12","0","0"
"2","2","21","0","0","-12","1","0","-12","0","0"
"2","2","22","0","0","-12","0","0","-12","0","0"
"2","2","23","0","0","-12","0","0","-12","0","0"
"2","3","0","0","0","-13","0","0","-13","0","0"
"2","3","1","0","0","-13","0","0","-13","0","0"
